"% Associated Genes","% Common Gene","%Genes Cluster #","%Genes Cluster #1","%Genes Cluster #2","%Genes Cluster #3","%Genes Cluster #4","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","Genes Cluster #1","Genes Cluster #2","Genes Cluster #3","Genes Cluster #4","GeneType","GOGroups","GOLevels","Group PValue","Group PValue Corrected with Benjamini-Hochberg","ID","Input Gene ID","Level","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term","Term PValue","Term PValue Corrected with Benjamini-Hochberg","UniProtKB_AC","UNIQUE_ID"
"7.3684210777282715",,"185.89940937062184","14.100585640280155","85.89940937062184","0.0","0.0","[ART1, ATOX1, ATP7A, BPI, BPIFA1, BPIFA2, BPIFB1, BPIFB2, BPIFB4, BPIFB6, CAMP, CCR2, CCR6, CD4, CHGA, CLU, CTSG, DCD, DEFA1, DEFA1B, DEFA3, DEFA4, DEFA5, DEFA6, DEFB1, DEFB103A, DEFB103B, DEFB104A, DEFB104B, DEFB105A, DEFB105B, DEFB106A, DEFB106B, DEFB107A, DEFB107B, DEFB108B, DEFB110, DEFB113, DEFB114, DEFB115, DEFB116, DEFB118, DEFB119, DEFB121, DEFB123, DEFB124, DEFB125, DEFB126, DEFB127, DEFB128, DEFB129, DEFB130A, DEFB130B, DEFB131A, DEFB132, DEFB134, DEFB135, DEFB136, DEFB4A, DEFB4B, ELANE, EPPIN, EPPIN-WFDC6, GNLY, HTN1, HTN3, ITLN1, LCN2, LEAP2, LTF, LYZ, PDZD11, PGLYRP1, PGLYRP2, PGLYRP3, PGLYRP4, PI3, PLA2G2A, PRSS2, PRSS3, PRTN3, REG3A, REG3G, RNASE3, RNASE6, RNASE7, RNASE8, S100A7, S100A7A, S100A8, S100A9, SEMG1, SLC11A1, TLR1, TLR2]","[CCR2, GNLY, LCN2, LTF, PI3, S100A8, S100A9]","","","","","-","","","[GNLY]","[CCR2, LCN2, LTF, PI3, S100A8, S100A9]","[]","[]","","[Group Enrichment1867670798]","[-1]","{}","{}","R-HSA:6803157","","3","Antimicrobial%20peptides","7","REACTOME_Pathways_13.10.2022","FALSE","false","Antimicrobial%20peptides","Antimicrobial peptides","NaN","1.0","","R-HSA:6803157"
"11.363636016845703",,"50.0","58.67123448220142","19.856639360934885","21.47213073188871","0.0","[CSF2, CSF2RA, CSF2RB, GAB2, GRB2, HAVCR2, IL15, IL15RA, IL2, IL21, IL21R, IL2RA, IL2RB, IL2RG, IL3, IL3RA, IL5, IL5RA, IL9, IL9R, INPP5D, INPPL1, JAK1, JAK2, JAK3, LCK, LGALS9, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PTK2B, PTPN6, SHC1, SOS1, SOS2, STAT1, STAT3, STAT4, STAT5A, STAT5B, SYK]","[IL2RA, IL2RB, JAK1, PIK3R1, SYK]","","","","","-","","","[IL2RB, JAK1, SYK]","[IL2RA]","[PIK3R1]","[]","","[Group Enrichment1867670798]","[-1]","{}","{}","R-HSA:451927","","4","Interleukin-2%20family%20signaling","5","REACTOME_Pathways_13.10.2022","FALSE","false","Interleukin-2%20family%20signaling","Interleukin-2 family signaling","NaN","1.0","","R-HSA:451927"
"16.964284896850586",,"250.0","29.962302133754836","15.210621520342086","54.827077879152256","0.0","[AHCYL1, BCL10, BLK, BLNK, BTK, BTRC, CALM1, CALM2, CALM3, CARD11, CD19, CD22, CD79A, CD79B, CHUK, CUL1, DAPP1, FBXW11, FKBP1A, FYN, GRB2, HRAS, IKBKB, IKBKG, ITPR1, ITPR2, ITPR3, KRAS, LYN, MALT1, MAP3K7, NCK1, NFATC1, NFATC2, NFATC3, NFKB1, NFKBIA, NFKBIB, NFKBIE, NRAS, ORAI1, ORAI2, PIK3AP1, PIK3CD, PIK3R1, PLCG2, PPIA, PPP3CA, PPP3CB, PPP3R1, PRKCB, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, PTPN6, RASGRP1, RASGRP3, REL, RELA, RPS27A, SEM1, SH3KBP1, SKP1, SOS1, STIM1, SYK, TRPC1, UBA52, UBB, UBC, VAV1]","[BTK, BTRC, NFATC1, NFATC2, NFATC3, ORAI1, PIK3R1, PPP3CA, PPP3CB, PRKCB, PSMB1, PSMB7, PSME1, PSME3, PSMF1, REL, RELA, RPS27A, SYK]","","","","","None Specific Cluster","","","[ORAI1, PRKCB, PSME1, PSME3, PSMF1, SYK]","[PSMB1, PSMB7, RPS27A]","[BTK, BTRC, NFATC1, NFATC2, NFATC3, PIK3R1, PPP3CA, PPP3CB, REL, RELA]","[]","","[Group63, Group66, Group73]","[-1]","{Group63=1.5682500678852734E-9, Group66=1.89577460296662E-8, Group73=3.563656515711569E-18}","{Group63=1.5906536402836345E-8, Group66=1.4955555201181112E-7, Group73=1.2650980630776069E-16}","R-HSA:983705","","3","Signaling%20by%20the%20B%20Cell%20Receptor%20(BCR)","19","REACTOME_Pathways_13.10.2022","FALSE","false","Signaling%20by%20the%20B%20Cell%20Receptor%20(BCR)","Signaling by the B Cell Receptor (BCR)","8.188315868269921E-5","3.1802833952655497E-4","","R-HSA:983705"
"24.13793182373047",,"85.52713954242887","85.52713954242887","14.472863750476881","0.0","0.0","[ATG14, B2M, BCAP31, BECN1, CALR, CANX, ERAP1, ERAP2, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HSPA5, PDIA3, PIK3C3, PIK3R4, SAR1B, SEC13, SEC23A, SEC24A, SEC24B, SEC24C, SEC24D, SEC31A, TAP1, TAP2, TAPBP]","[B2M, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, TAP2]","","","","","Specific for Cluster #1","","","[HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, TAP2]","[B2M]","[]","[]","","[Group33, Group37, Group50, Group73]","[-1]","{Group33=0.002423965691865259, Group37=0.0014031036503987955, Group50=4.380703243489306E-7, Group73=3.563656515711569E-18}","{Group33=0.003129119347680607, Group37=0.0019924071835662896, Group50=2.392537925290313E-6, Group73=1.2650980630776069E-16}","R-HSA:983170","","4","Antigen%20Presentation:%20Folding,%20assembly%20and%20peptide%20loading%20of%20class%20I%20MHC","7","REACTOME_Pathways_13.10.2022","FALSE","false","Antigen%20Presentation:%20Folding,%20assembly%20and%20peptide%20loading%20of%20class%20I%20MHC","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","0.0019324517207746448","0.004803522848782688","","R-HSA:983170"
"9.973752975463867",,"150.0","43.98210997230231","44.65579617135487","11.362091995276884","0.0","[ANAPC1, ANAPC10, ANAPC11, ANAPC13, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AREL1, ARIH2, ASB1, ASB10, ASB11, ASB12, ASB13, ASB14, ASB15, ASB16, ASB17, ASB18, ASB2, ASB3, ASB4, ASB5, ASB6, ASB7, ASB8, ASB9, ATG14, ATG7, B2M, BCAP31, BECN1, BLMH, BTBD1, BTBD6, BTK, BTRC, CALR, CANX, CBLB, CBLL2, CCNF, CD14, CD207, CD36, CDC16, CDC20, CDC23, CDC26, CDC27, CDC34, CHUK, CTSL, CTSS, CTSV, CUL1, CUL2, CUL3, CUL5, CUL7, CYBA, CYBB, DCAF1, DET1, DTX3L, DZIP3, ELOB, ELOC, ERAP1, ERAP2, FBXL12, FBXL13, FBXL14, FBXL15, FBXL16, FBXL19, FBXL20, FBXL22, FBXL3, FBXL4, FBXL5, FBXL7, FBXL8, FBXO10, FBXO11, FBXO15, FBXO17, FBXO2, FBXO21, FBXO22, FBXO27, FBXO30, FBXO31, FBXO32, FBXO4, FBXO40, FBXO41, FBXO44, FBXO6, FBXO7, FBXO9, FBXW10, FBXW11, FBXW12, FBXW2, FBXW4, FBXW5, FBXW7, FBXW8, FBXW9, FCGR1A, FGA, FGB, FGG, FZR1, GAN, GLMN, GPR75-ASB3, HACE1, HECTD1, HECTD2, HECTD3, HECW2, HERC1, HERC2, HERC3, HERC4, HERC5, HERC6, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HMGB1, HSPA5, HUWE1, IKBKB, IKBKG, ITCH, ITGAV, ITGB5, KBTBD13, KBTBD6, KBTBD7, KBTBD8, KCTD6, KCTD7, KEAP1, KLHL11, KLHL13, KLHL2, KLHL20, KLHL21, KLHL22, KLHL25, KLHL3, KLHL41, KLHL42, KLHL5, KLHL9, LMO7, LNPEP, LNX1, LONRF1, LRR1, LRRC41, LRSAM1, LTN1, LY96, MEX3C, MGRN1, MIB2, MKRN1, MRC1, MRC2, MYD88, MYLIP, NCF1, NCF2, NCF4, NEDD4, NEDD4L, NPEPPS, PDIA3, PEDS1-UBE2V1, PIK3C3, PIK3R4, PJA1, PJA2, PRKN, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSME4, PSMF1, RBBP6, RBCK1, RBX1, RCHY1, RLIM, RNF111, RNF114, RNF115, RNF123, RNF126, RNF130, RNF138, RNF14, RNF144B, RNF182, RNF19A, RNF19B, RNF213, RNF217, RNF220, RNF25, RNF34, RNF4, RNF41, RNF6, RNF7, RPS27A, S100A1, S100A8, S100A9, SAR1B, SEC13, SEC22B, SEC23A, SEC24A, SEC24B, SEC24C, SEC24D, SEC31A, SEC61A1, SEC61A2, SEC61B, SEC61G, SEM1, SH3RF1, SIAH1, SIAH2, SKP1, SKP2, SMURF1, SMURF2, SNAP23, SOCS1, SOCS3, SPSB1, SPSB2, SPSB4, STUB1, STX4, TAP1, TAP2, TAPBP, THOP1, TIRAP, TLR1, TLR2, TLR4, TLR6, TPP2, TRAF7, TRAIP, TRIM11, TRIM21, TRIM32, TRIM36, TRIM37, TRIM39, TRIM4, TRIM41, TRIM50, TRIM63, TRIM69, TRIM71, TRIM9, TRIP12, UBA1, UBA3, UBA5, UBA52, UBA6, UBA7, UBAC1, UBB, UBC, UBE2A, UBE2B, UBE2C, UBE2D1, UBE2D2, UBE2D3, UBE2D4, UBE2E1, UBE2E2, UBE2E3, UBE2F, UBE2G1, UBE2G2, UBE2H, UBE2J1, UBE2J2, UBE2K, UBE2L3, UBE2L6, UBE2M, UBE2N, UBE2O, UBE2Q1, UBE2Q2, UBE2R2, UBE2S, UBE2U, UBE2V1, UBE2V2, UBE2W, UBE2Z, UBE3A, UBE3B, UBE3C, UBE3D, UBE4A, UBOX5, UBR1, UBR2, UBR4, UFL1, UNKL, VAMP3, VAMP8, VHL, WSB1, WWP1, ZBTB16, ZNRF1, ZNRF2]","[B2M, BTK, BTRC, CD36, ELOB, FBXL12, FBXO7, FBXW2, FBXW7, FCGR1A, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, KLHL21, KLHL5, LY96, MRC2, MYLIP, PSMB1, PSMB7, PSME1, PSME3, PSMF1, RBX1, RNF4, RPS27A, S100A8, S100A9, TAP2, TPP2, TRIM63, UBA1, UBE2J1, UBE2L6, UBE2Q2, VAMP8]","","","","","None Specific Cluster","","","[FBXL12, FBXO7, FBXW2, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, KLHL21, MRC2, MYLIP, PSME1, PSME3, PSMF1, TAP2, UBA1, UBE2L6]","[B2M, CD36, ELOB, FBXW7, FCGR1A, KLHL5, LY96, PSMB1, PSMB7, RBX1, RPS27A, S100A8, S100A9, TPP2, UBE2J1, UBE2Q2, VAMP8]","[BTK, BTRC, RNF4, TRIM63]","[]","","[Group22, Group30, Group73]","[-1]","{Group22=2.7737157648754243E-18, Group30=3.7334307930936042E-6, Group73=3.563656515711569E-18}","{Group22=1.9693381930615513E-16, Group30=1.1044732762901913E-5, Group73=1.2650980630776069E-16}","R-HSA:983169","","3","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation","38","REACTOME_Pathways_13.10.2022","FALSE","false","Class%20I%20MHC%20mediated%20antigen%20processing%20&%20presentation","Class I MHC mediated antigen processing & presentation","0.007298575708682591","0.014766885736171754","","R-HSA:983169"
"20.61855697631836",,"261.92532963724295","4.0287388833955164","24.54268917764309","61.925329637242974","9.503239484548148","[AGER, ALPK1, APP, ATF1, ATF2, BTRC, CASP8, CHUK, CREB1, CUL1, DUSP3, DUSP4, DUSP6, DUSP7, ECSIT, ELK1, FBXW11, FOS, HMGB1, IKBIP, IKBKB, IKBKG, IRAK1, IRAK2, IRAK4, JUN, LRRC14, MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K7, MAP3K8, MAPK1, MAPK10, MAPK11, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MEF2A, MEF2C, MYD88, N4BP1, NFKB1, NFKB2, NFKBIA, NFKBIB, NKIRAS1, NKIRAS2, NLRC5, NLRX1, NOD1, NOD2, PEDS1-UBE2V1, PELI1, PELI2, PELI3, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5D, RELA, RIPK2, RPS27A, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA5, S100A12, S100B, SAA1, SKP1, TAB1, TAB2, TAB3, TIFA, TLR10, TLR5, TNIP2, TP53, TRAF2, TRAF6, UBA52, UBB, UBC, UBE2N, UBE2V1, USP14, USP18, VRK3]","[BTRC, CREB1, FOS, JUN, MAP3K1, MAPK10, MAPK11, MAPK14, MAPK7, MAPK8, MAPK9, MAPKAPK3, MEF2A, MEF2C, RELA, RPS27A, S100A12, TLR10, TLR5, TP53]","","","","","Specific for Cluster #3","","","[MAPKAPK3]","[MAP3K1, MAPK14, RPS27A, S100A12, TLR10, TLR5]","[BTRC, CREB1, FOS, JUN, MAP3K1, MAPK10, MAPK11, MAPK7, MAPK8, MAPK9, MEF2A, MEF2C, RELA, TP53]","[CREB1, JUN]","","[Group71]","[-1]","{Group71=6.5336816168197595E-12}","{Group71=1.5463046493140097E-10}","R-HSA:975871","","5","MyD88%20cascade%20initiated%20on%20plasma%20membrane","20","REACTOME_Pathways_13.10.2022","FALSE","false","MyD88%20cascade%20initiated%20on%20plasma%20membrane","MyD88 cascade initiated on plasma membrane","2.5875055477155198E-6","1.5007532176750015E-5","","R-HSA:975871"
"18.269229888916016",,"264.56638885236384","4.200560947414187","21.32451053294274","64.56638885236387","9.908544040231483","[AGER, ALPK1, APP, ATF1, ATF2, BTRC, CASP8, CD14, CHUK, CREB1, CUL1, DUSP3, DUSP4, DUSP6, DUSP7, ECSIT, ELK1, FBXW11, FOS, HMGB1, IKBIP, IKBKB, IKBKG, IRAK1, IRAK2, IRAK4, IRF7, JUN, LRRC14, LY96, MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K7, MAP3K8, MAPK1, MAPK10, MAPK11, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MEF2A, MEF2C, MYD88, N4BP1, NFKB1, NFKB2, NFKBIA, NFKBIB, NKIRAS1, NKIRAS2, NLRC5, NLRX1, NOD1, NOD2, PEDS1-UBE2V1, PELI1, PELI2, PELI3, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5D, RELA, RIPK2, RPS27A, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA5, S100A12, S100B, SAA1, SKP1, TAB1, TAB2, TAB3, TICAM1, TICAM2, TIFA, TLR4, TLR7, TLR9, TMED7-TICAM2, TNIP2, TP53, TRAF2, TRAF6, UBA52, UBB, UBC, UBE2N, UBE2V1, USP14, USP18, VRK3]","[BTRC, CREB1, FOS, JUN, LY96, MAP3K1, MAPK10, MAPK11, MAPK14, MAPK7, MAPK8, MAPK9, MAPKAPK3, MEF2A, MEF2C, RELA, RPS27A, S100A12, TP53]","","","","","Specific for Cluster #3","","","[MAPKAPK3]","[LY96, MAP3K1, MAPK14, RPS27A, S100A12]","[BTRC, CREB1, FOS, JUN, MAP3K1, MAPK10, MAPK11, MAPK7, MAPK8, MAPK9, MEF2A, MEF2C, RELA, TP53]","[CREB1, JUN]","","[Group71]","[-1]","{Group71=6.5336816168197595E-12}","{Group71=1.5463046493140097E-10}","R-HSA:975155","","5","MyD88%20dependent%20cascade%20initiated%20on%20endosome","19","REACTOME_Pathways_13.10.2022","FALSE","false","MyD88%20dependent%20cascade%20initiated%20on%20endosome","MyD88 dependent cascade initiated on endosome","2.844191736901653E-5","1.237223405552219E-4","","R-HSA:975155"
"18.44660186767578",,"264.56638885236384","4.200560947414187","21.32451053294274","64.56638885236387","9.908544040231483","[AGER, ALPK1, APP, ATF1, ATF2, BTRC, CASP8, CD14, CHUK, CREB1, CUL1, DUSP3, DUSP4, DUSP6, DUSP7, ECSIT, ELK1, FBXW11, FOS, HMGB1, IKBIP, IKBKB, IKBKG, IRAK1, IRAK2, IRAK4, JUN, LRRC14, LY96, MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K7, MAP3K8, MAPK1, MAPK10, MAPK11, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MEF2A, MEF2C, MYD88, N4BP1, NFKB1, NFKB2, NFKBIA, NFKBIB, NKIRAS1, NKIRAS2, NLRC5, NLRX1, NOD1, NOD2, PEDS1-UBE2V1, PELI1, PELI2, PELI3, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5D, RELA, RIPK2, RPS27A, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA5, S100A12, S100B, SAA1, SKP1, TAB1, TAB2, TAB3, TICAM1, TICAM2, TIFA, TLR4, TLR7, TLR9, TMED7-TICAM2, TNIP2, TP53, TRAF2, TRAF6, UBA52, UBB, UBC, UBE2N, UBE2V1, USP14, USP18, VRK3]","[BTRC, CREB1, FOS, JUN, LY96, MAP3K1, MAPK10, MAPK11, MAPK14, MAPK7, MAPK8, MAPK9, MAPKAPK3, MEF2A, MEF2C, RELA, RPS27A, S100A12, TP53]","","","","","Specific for Cluster #3","","","[MAPKAPK3]","[LY96, MAP3K1, MAPK14, RPS27A, S100A12]","[BTRC, CREB1, FOS, JUN, MAP3K1, MAPK10, MAPK11, MAPK7, MAPK8, MAPK9, MEF2A, MEF2C, RELA, TP53]","[CREB1, JUN]","","[Group71]","[-1]","{Group71=6.5336816168197595E-12}","{Group71=1.5463046493140097E-10}","R-HSA:975138","","5","TRAF6%20mediated%20induction%20of%20NFkB%20and%20MAP%20kinases%20upon%20TLR7/8%20or%209%20activation","19","REACTOME_Pathways_13.10.2022","FALSE","false","TRAF6%20mediated%20induction%20of%20NFkB%20and%20MAP%20kinases%20upon%20TLR7/8%20or%209%20activation","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","2.4695334016623896E-5","1.1190073226282703E-4","","R-HSA:975138"
"18.18181800842285",,"260.1632542315057","4.215186509940806","25.67851015752095","60.16325423150566","9.943043725445518","[AGER, ALPK1, APP, ATF1, ATF2, BIRC2, BIRC3, BTRC, CASP8, CD14, CHUK, CREB1, CUL1, DUSP3, DUSP4, DUSP6, DUSP7, ELK1, FADD, FBXW11, FOS, HMGB1, IKBIP, IKBKB, IKBKE, IKBKG, IRAK1, IRAK2, IRF3, IRF7, JUN, LRRC14, LY96, MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K7, MAP3K8, MAPK1, MAPK10, MAPK11, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, MEF2A, MEF2C, N4BP1, NFKB1, NFKB2, NFKBIA, NFKBIB, NKIRAS1, NKIRAS2, NLRC5, NLRX1, NOD1, NOD2, PEDS1-UBE2V1, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5D, PTPN11, RELA, RIPK1, RIPK2, RIPK3, RPS27A, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA5, S100A12, S100B, SAA1, SARM1, SKP1, TAB1, TAB2, TAB3, TANK, TBK1, TICAM1, TICAM2, TIFA, TLR4, TMED7-TICAM2, TNIP2, TP53, TRAF2, TRAF3, TRAF6, UBA52, UBB, UBC, UBE2D1, UBE2D2, UBE2D3, UBE2N, UBE2V1, USP14, USP18, VRK3]","[BIRC2, BIRC3, BTRC, CREB1, FOS, JUN, LY96, MAPK10, MAPK11, MAPK14, MAPK7, MAPK8, MAPK9, MAPKAPK3, MEF2A, MEF2C, RELA, RPS27A, S100A12, TP53]","","","","","Specific for Cluster #3","","","[MAPKAPK3]","[BIRC2, BIRC3, LY96, MAPK14, RPS27A, S100A12]","[BTRC, CREB1, FOS, JUN, MAPK10, MAPK11, MAPK7, MAPK8, MAPK9, MEF2A, MEF2C, RELA, TP53]","[CREB1, JUN]","","[Group71]","[-1]","{Group71=6.5336816168197595E-12}","{Group71=1.5463046493140097E-10}","R-HSA:937061","","5","TRIF(TICAM1)-mediated%20TLR4%20signaling%20","20","REACTOME_Pathways_13.10.2022","FALSE","false","TRIF(TICAM1)-mediated%20TLR4%20signaling%20","TRIF(TICAM1)-mediated TLR4 signaling ","1.8969020713590878E-5","8.969047837404383E-5","","R-HSA:937061"
"17.14285659790039",,"150.0","32.552756796320026","49.577064625626235","17.87018091018704","0.0","[ATG12, ATG5, CYLD, DDX58, HERC5, IFIH1, IKBKE, IRF3, ISG15, ITCH, MAVS, NLRC5, NLRX1, OTUD5, PCBP2, PIN1, RNF125, RNF135, RNF216, RPS27A, TAX1BP1, TBK1, TNFAIP3, TRAF3, TRIM25, TRIM4, UBA52, UBA7, UBB, UBC, UBE2D1, UBE2D2, UBE2D3, UBE2K, UBE2L6]","[CYLD, MAVS, PCBP2, RPS27A, TRIM25, UBE2L6]","","","","","None Specific Cluster","","","[PCBP2, UBE2L6]","[CYLD, RPS27A, TRIM25]","[MAVS]","[]","","[Group15]","[-1]","{Group15=0.0057400126500092765}","{Group15=0.00646890314524855}","R-HSA:936440","","4","Negative%20regulators%20of%20DDX58/IFIH1%20signaling","6","REACTOME_Pathways_13.10.2022","FALSE","false","Negative%20regulators%20of%20DDX58/IFIH1%20signaling","Negative regulators of DDX58/IFIH1 signaling","0.022278678693955056","0.038457242983612895","","R-HSA:936440"
